Player,height_cm,weight_kg,weak_foot,X90s,Gls,Ast,G.A,G.PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG.xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G.A_90,G.PK_90,G.A.PK_90,xG_90,xAG_90,xG.xAG_90,npxG_90,npxG.xAG_90,main_position,player_positions,pos_LB,pos_CB,pos_RB,pos_RWB,pos_GK,pos_LM,pos_CM,pos_CAM,pos_CDM,pos_RW,pos_RM,pos_ST,pos_LW,pos_LWB,pos_CF
Aaron Cresswell,175,66,3,4.8,0,0,0,0,0,0,1,0,0,0,0.4,0.4,4,26,6,0,0,0,0,0,0,0.09,0.09,0,0.09,LB,"LB, CB",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Hickey,185,72,5,7.9,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,9,21,13,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,RB,"RB, RWB, LB",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Aaron Ramsdale,191,77,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aaron Ramsey,181,73,3,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,8,17,0,0,0,0,0,0.06,0.07,0.13,0.06,0.13,LM,"LM, CM, CAM",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Aaron Wan-Bissaka,183,72,2,19.8,0,2,2,0,0,0,4,0,0.1,0.1,1.5,1.6,30,77,54,0,0.1,0.1,0,0.1,0.01,0.08,0.08,0.01,0.08,RB,RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Abdoulaye Doucouré,184,76,3,29.2,7,1,8,7,0,0,7,0,8.8,8.8,2.9,11.6,55,97,140,0.24,0.03,0.27,0.24,0.27,0.3,0.1,0.4,0.3,0.4,CM,"CM, CDM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Adam Lallana,178,73,5,9.4,0,1,1,0,0,0,2,0,0.8,0.8,1.7,2.5,9,39,55,0,0.11,0.11,0,0.11,0.09,0.18,0.27,0.09,0.27,CAM,"CAM, CM, CDM",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Adam Smith,180,78,3,23.9,0,2,2,0,0,0,6,0,0.1,0.1,1.3,1.4,24,89,28,0,0.08,0.08,0,0.08,0,0.05,0.06,0,0.06,RB,"RB, RWB",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Adam Webster,191,75,4,12.7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,16,80,2,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adama Traoré,178,86,2,4.2,2,3,5,2,0,0,2,0,1.5,1.5,0.7,2.2,29,16,48,0.48,0.72,1.19,0.48,1.19,0.36,0.17,0.53,0.36,0.53,RW,"RW, RM, ST",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Alejandro Garnacho,180,72,4,28.5,7,4,11,7,0,0,4,0,8.4,8.3,5.1,13.4,178,62,281,0.25,0.14,0.39,0.25,0.39,0.29,0.18,0.47,0.29,0.47,LW,"LW, LM",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Alejo Véliz,186,77,3,0.6,1,0,1,1,0,0,1,0,0.2,0.2,0,0.2,0,1,3,1.8,0,1.8,1.8,1.8,0.45,0,0.45,0.45,0.45,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alex Iwobi,185,75,3,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,6,4,8,0,0,0,0,0,0.21,0.14,0.35,0.21,0.35,RM,"RM, CM",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Alex Iwobi,185,75,3,24.4,5,2,7,5,0,0,2,0,5.3,5.3,4.7,10,109,147,175,0.21,0.08,0.29,0.21,0.29,0.22,0.19,0.41,0.22,0.41,RM,"RM, CM",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Álex Moreno,179,68,3,11.5,2,0,2,2,0,0,2,0,1.1,1.1,1.1,2.3,32,24,83,0.17,0,0.17,0.17,0.17,0.1,0.1,0.2,0.1,0.2,LB,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Murphy,188,76,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,"CB, LB",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Scott,180,70,3,11.3,1,1,2,1,0,0,3,0,0.7,0.7,1.7,2.4,24,50,35,0.09,0.09,0.18,0.09,0.18,0.06,0.15,0.22,0.06,0.22,CM,"CM, CAM",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Alexander Isak,192,77,5,25.1,21,2,23,16,5,6,1,0,20.3,15.6,3.7,19.3,68,71,129,0.84,0.08,0.92,0.64,0.72,0.81,0.15,0.96,0.62,0.77,ST,"ST, LW",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Alexis Mac Allister,176,72,3,28.9,5,5,10,4,1,1,7,1,3.7,2.9,3.6,6.4,44,209,48,0.17,0.17,0.35,0.14,0.31,0.13,0.12,0.25,0.1,0.22,CM,"CM, CAM, CDM",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Alfie Doughty,183,68,3,32.5,2,8,10,2,0,0,5,0,1.3,1.3,6.3,7.6,94,106,164,0.06,0.25,0.31,0.06,0.31,0.04,0.19,0.23,0.04,0.23,LWB,"LWB, RWB",0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
Alisson,193,91,3,28,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alphonse Areola,195,94,3,30,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amad Diallo,173,67,4,4.3,1,1,2,1,0,0,1,0,0.5,0.5,1.1,1.6,11,10,31,0.23,0.23,0.46,0.23,0.46,0.12,0.24,0.36,0.12,0.36,RW,"RW, CAM",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Amadou Onana,192,76,4,23.2,2,0,2,2,0,0,5,0,2,2,2.7,4.7,21,107,39,0.09,0,0.09,0.09,0.09,0.09,0.11,0.2,0.09,0.2,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Amari'i Bell,180,76,3,19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,32,76,10,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04,LWB,"LWB, CB",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Anass Zaroury,178,68,5,1.7,0,0,0,0,0,0,0,1,0.2,0.2,0,0.2,2,2,12,0,0,0,0,0,0.1,0.02,0.12,0.1,0.12,LM,"LM, ST",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Andre Brooks,180,70,2,10.4,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,12,18,22,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,LW,"LW, ST",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
André Gomes,188,84,4,5.6,1,0,1,1,0,0,4,0,0.3,0.3,0.4,0.7,8,36,29,0.18,0,0.18,0.18,0.18,0.05,0.07,0.13,0.05,0.13,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
André Onana,190,93,3,38,0,0,0,0,0,0,5,0,0,0,0.1,0.1,1,5,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Andreas Pereira,177,70,4,29,3,7,10,3,0,0,6,0,4.6,4.6,7.1,11.7,56,138,125,0.1,0.24,0.34,0.1,0.34,0.16,0.24,0.4,0.16,0.4,CAM,CAM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Andrew Omobamidele,190,78,3,8.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,1,8,0,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Robertson,178,64,2,18.8,3,2,5,3,0,0,2,0,1.9,1.9,5.4,7.3,63,140,130,0.16,0.11,0.27,0.16,0.27,0.1,0.29,0.39,0.1,0.39,LB,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrey Santos,176,64,3,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.64,0,0.64,0.64,0.64,CM,"CM, CDM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Anel Ahmedhodžić,195,84,3,29.4,2,0,2,2,0,0,11,1,3.1,3.1,0.8,4,15,43,21,0.07,0,0.07,0.07,0.07,0.11,0.03,0.14,0.11,0.14,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo Ogbonna,191,86,3,7.1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Anis Ben Slimane,188,80,4,4.7,0,0,0,0,0,0,2,0,0.8,0.8,0.3,1.1,3,12,21,0,0,0,0,0,0.17,0.06,0.23,0.17,0.23,CM,"CM, CAM",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Ansu Fati,178,66,4,5.8,2,0,2,2,0,0,2,0,3.4,3.4,0.8,4.2,16,28,50,0.35,0,0.35,0.35,0.35,0.59,0.14,0.73,0.59,0.73,LW,"LW, ST",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Anthony Elanga,178,75,3,27,5,9,14,5,0,0,1,0,6.6,6.6,6.7,13.3,98,49,196,0.18,0.33,0.52,0.18,0.52,0.24,0.25,0.49,0.24,0.49,RW,"RW, ST, LW",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Anthony Gordon,183,72,3,32.1,11,10,21,10,1,1,12,1,10.2,9.4,8,17.4,138,101,232,0.34,0.31,0.65,0.31,0.62,0.32,0.25,0.57,0.29,0.54,LW,"LW, RW, LM",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Anthony Martial,184,76,4,5,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.5,6,12,36,0.2,0,0.2,0.2,0.2,0.25,0.05,0.29,0.25,0.29,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Antoine Semenyo,180,70,4,23.4,8,2,10,8,0,0,6,0,4.6,4.6,3.2,7.8,89,64,188,0.34,0.09,0.43,0.34,0.43,0.2,0.14,0.34,0.2,0.34,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Antonee Robinson,182,70,3,36.3,0,6,6,0,0,0,6,0,0.7,0.7,4.2,4.8,99,129,194,0,0.17,0.17,0,0.17,0.02,0.11,0.13,0.02,0.13,LB,"LB, LWB",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Antony,172,63,2,14.7,1,1,2,1,0,0,5,0,3.4,3.4,2.8,6.1,53,64,149,0.07,0.07,0.14,0.07,0.14,0.23,0.19,0.42,0.23,0.42,RW,"RW, RM",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Antwoine Hackford,177,68,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Armando Broja,191,75,3,5,1,0,1,1,0,0,0,0,2.4,2.4,0.2,2.5,11,6,37,0.2,0,0.2,0.2,0.2,0.47,0.03,0.5,0.47,0.5,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Armando Broja,191,75,3,1,0,1,1,0,0,0,0,0,0,0,0.4,0.4,2,2,7,0,1.02,1.02,0,1.02,0,0.41,0.41,0,0.41,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Arnaut Danjuma,178,74,4,6.6,1,0,1,1,0,0,0,0,2.6,2.6,1.1,3.7,24,9,44,0.15,0,0.15,0.15,0.15,0.4,0.17,0.57,0.4,0.57,ST,"ST, LM",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Ashley Young,175,65,3,25.3,0,0,0,0,0,0,7,1,0.6,0.6,1.5,2.1,40,82,61,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,LB,"LB, RB, LM",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Auston Trusty,191,85,3,28.6,0,0,0,0,0,0,4,0,0.4,0.4,1.1,1.5,10,40,15,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,CB,"CB, LB",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Axel Disasi,190,86,2,28.7,2,0,2,2,0,0,6,0,2.4,2.4,0.3,2.7,30,112,21,0.07,0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bart Verbruggen,194,89,3,21,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ben Chilwell,180,77,3,8.4,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.4,22,25,59,0,0.12,0.12,0,0.12,0.14,0.26,0.41,0.14,0.41,LB,"LB, LWB",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Ben Doak,176,64,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RW,RW,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ben Godfrey,183,79,3,12.4,0,0,0,0,0,0,2,0,1.7,1.7,0.3,2,11,43,26,0,0,0,0,0,0.14,0.02,0.16,0.14,0.16,CB,"CB, LB, RB",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ben Mee,180,82,3,14.1,2,0,2,2,0,0,1,1,1.5,1.5,0.3,1.8,11,49,9,0.14,0,0.14,0.14,0.14,0.1,0.02,0.13,0.1,0.13,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Osborn,176,75,3,15.2,0,2,2,0,0,0,3,0,0.2,0.2,0.9,1.1,16,55,44,0,0.13,0.13,0,0.13,0.01,0.06,0.07,0.01,0.07,LWB,"LWB, LM, CM",0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Ben Parkinson,183,66,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RW,"RW, ST",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Benoît Badiashile,194,75,3,14.9,0,1,1,0,0,0,3,0,0.3,0.3,1.5,1.8,3,46,3,0,0.07,0.07,0,0.07,0.02,0.1,0.12,0.02,0.12,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Benson Manuel,166,70,4,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,5,2,14,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,RM,"RM, RW",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Bernardo Silva,173,64,3,28.6,6,9,15,6,0,0,8,0,3.7,3.7,7.6,11.3,140,177,260,0.21,0.31,0.52,0.21,0.52,0.13,0.27,0.4,0.13,0.4,CM,"CM, RW",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Bernd Leno,189,83,3,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bertrand Traoré,181,73,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RM,"RM, RW",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Beto,194,88,3,10.6,3,0,3,3,0,1,2,0,6.8,6,0.9,6.9,14,14,58,0.28,0,0.28,0.28,0.28,0.64,0.09,0.73,0.57,0.66,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Billy Gilmour,170,66,3,23.6,0,1,1,0,0,0,8,1,1,1,2,3,39,193,33,0,0.04,0.04,0,0.04,0.04,0.09,0.13,0.04,0.13,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Bobby Clark,178,67,3,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,3,7,0,0,0,0,0,0.14,0,0.14,0.14,0.14,CM,"CM, LW",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Boubacar Kamara,184,68,3,18.4,0,1,1,0,0,0,7,1,0.1,0.1,1.3,1.4,19,83,10,0,0.05,0.05,0,0.05,0.01,0.07,0.08,0.01,0.08,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Boubacar Traoré,183,67,2,9.1,0,0,0,0,0,0,4,0,0.3,0.3,0.4,0.7,9,29,15,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Brennan Johnson,179,71,4,23.2,5,10,15,5,0,0,3,0,10.3,10.3,8.1,18.3,97,72,293,0.22,0.43,0.65,0.22,0.65,0.44,0.35,0.79,0.44,0.79,RW,"RW, ST",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Brennan Johnson,179,71,4,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,8,1,14,0,0,0,0,0,0.12,0.08,0.21,0.12,0.21,RW,"RW, ST",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Bruno Fernandes,179,69,3,34.6,10,8,18,6,4,5,9,0,10,6.1,11.8,17.8,86,297,182,0.29,0.23,0.52,0.17,0.4,0.29,0.34,0.63,0.18,0.51,CAM,"CAM, CM",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bruno Guimarães,182,74,2,36.3,7,8,15,7,0,0,9,0,4.8,4.8,6.4,11.2,65,283,73,0.19,0.22,0.41,0.19,0.41,0.13,0.18,0.31,0.13,0.31,CM,"CM, CDM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Bryan Gil,175,65,3,2.3,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1,11,16,49,0,0,0,0,0,0.32,0.09,0.41,0.32,0.41,LW,"LW, LM",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Bryan Mbeumo,171,75,2,21.8,9,6,15,6,3,3,2,0,9.8,7.4,4.6,12.1,74,88,195,0.41,0.28,0.69,0.28,0.55,0.45,0.21,0.66,0.34,0.55,RW,"RW, ST",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Bukayo Saka,178,65,3,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,RW,"RW, RM",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Callum Hudson-Odoi,182,76,3,20.6,8,1,9,8,0,0,0,0,2.7,2.7,2.8,5.5,111,58,171,0.39,0.05,0.44,0.39,0.44,0.13,0.14,0.27,0.13,0.27,LW,"LW, RW",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Callum Wilson,180,66,3,11,9,1,10,7,2,2,3,0,8.8,7.2,0.6,7.8,11,9,77,0.82,0.09,0.91,0.64,0.73,0.8,0.05,0.85,0.65,0.71,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Calum Chambers,182,77,3,1.7,0,1,1,0,0,0,1,0,0,0,0.1,0.1,0,5,1,0,0.59,0.59,0,0.59,0,0.06,0.06,0,0.06,CB,"CB, RB, CDM",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Calvin Bassey,185,76,3,25.6,1,0,1,1,0,0,6,1,0.3,0.3,0,0.4,15,62,4,0.04,0,0.04,0.04,0.04,0.01,0,0.01,0.01,0.01,CB,"CB, LB",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Archer,176,72,4,20.4,4,1,5,4,0,0,1,0,5.5,5.5,2.8,8.3,33,15,113,0.2,0.05,0.25,0.2,0.25,0.27,0.14,0.41,0.27,0.41,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cameron Archer,176,72,4,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Carlos Baleba,179,75,2,14.7,0,0,0,0,0,0,7,0,0.8,0.8,0.3,1.1,19,50,9,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,CM,CM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Carlos Vinícius,190,83,3,3.5,2,0,2,2,0,0,2,0,1.6,1.6,0.8,2.4,3,3,13,0.57,0,0.57,0.57,0.57,0.46,0.23,0.69,0.46,0.69,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Carlton Morris,185,85,4,31.8,11,4,15,6,5,5,4,0,11.4,7.5,2.8,10.2,37,56,120,0.35,0.13,0.47,0.19,0.31,0.36,0.09,0.45,0.23,0.32,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Carney Chukwuemeka,187,70,4,2.5,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,4,12,19,0.4,0.4,0.79,0.4,0.79,0.06,0.13,0.19,0.06,0.19,CM,"CM, CAM, LW",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Casemiro,185,84,3,22,1,2,3,1,0,0,7,0,3.5,3.5,1,4.5,12,112,36,0.05,0.09,0.14,0.05,0.14,0.16,0.05,0.2,0.16,0.2,CDM,CDM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cauley Woodrow,184,74,4,4.7,1,1,2,1,0,0,2,0,1.4,1.4,1.2,2.6,7,6,22,0.21,0.21,0.42,0.21,0.42,0.3,0.25,0.55,0.3,0.55,ST,"ST, LW",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Cédric Soares,172,67,4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,RB,RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Taylor,185,70,2,25.9,1,1,2,1,0,0,8,0,0.2,0.2,1.2,1.5,36,82,81,0.04,0.04,0.08,0.04,0.08,0.01,0.05,0.06,0.01,0.06,CB,"CB, LB",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheick Doucouré,180,73,3,10.2,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1,9,49,5,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Cheikhou Kouyaté,189,83,3,2.4,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,0,5,5,0,0,0,0,0,0.12,0.02,0.14,0.12,0.14,CDM,"CDM, CM, CB",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Chiedozie Ogbene,181,75,4,22.2,4,1,5,4,0,0,1,0,4.2,4.2,3.1,7.4,127,53,150,0.18,0.05,0.23,0.18,0.23,0.19,0.14,0.33,0.19,0.33,CF,"CF, RWB",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
