Player,height_cm,weight_kg,weak_foot,X90s,Gls,Ast,G.A,G.PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG.xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G.A_90,G.PK_90,G.A.PK_90,xG_90,xAG_90,xG.xAG_90,npxG_90,npxG.xAG_90,main_position,player_positions,pos_LB,pos_CB,pos_RB,pos_RWB,pos_GK,pos_LM,pos_CM,pos_CAM,pos_CDM,pos_RW,pos_RM,pos_ST,pos_LW,pos_LWB,pos_CF
Illia Zabarnyi,186,81,2,37,1,0,1,1,0,0,5,0,1.1,1.1,0.4,1.5,24,109,1,0.03,0,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ionuț Radu,188,78,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Issa Diop,194,92,3,15.8,0,0,0,0,0,0,4,1,0.3,0.3,0,0.3,11,66,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Issa Kaboré,180,72,3,19.2,0,2,2,0,0,0,7,0,0.2,0.2,2.1,2.3,60,54,85,0,0.1,0.1,0,0.1,0.01,0.11,0.12,0.01,0.12,RWB,"RWB, RB, RM",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
Ivan Perišić,186,80,5,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1,15,9,17,0,0.87,0.87,0,0.87,0.1,0.75,0.85,0.1,0.85,LW,"LW, LWB",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Jack Cork,184,75,4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jack Grealish,180,81,3,11.2,3,1,4,3,0,0,6,0,2.1,2.1,2.5,4.6,87,50,146,0.27,0.09,0.36,0.27,0.36,0.19,0.22,0.41,0.19,0.41,LW,"LW, LM",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Jack Harrison,175,70,3,24.6,3,3,6,3,0,0,1,0,3.6,3.6,3.4,7,65,62,135,0.12,0.12,0.24,0.12,0.24,0.14,0.14,0.28,0.14,0.28,LM,"LM, RM",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jack Hinshelwood,178,71,4,9.7,3,0,3,3,0,0,1,0,1.9,1.9,0.7,2.5,16,19,38,0.31,0,0.31,0.31,0.31,0.19,0.07,0.26,0.19,0.26,CDM,CDM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jack Robinson,180,67,3,32.1,1,1,2,1,0,0,10,0,1.2,1.2,1.2,2.4,8,63,14,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Brown,184,72,3,11.3,2,0,2,2,0,0,4,0,2.8,2.8,0.7,3.4,25,19,53,0.18,0,0.18,0.18,0.18,0.25,0.06,0.3,0.25,0.3,ST,"ST, RM",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Jacob Bruun Larsen,183,77,4,13.9,6,0,6,5,1,1,1,0,5,4.2,1.5,5.7,61,38,146,0.43,0,0.43,0.36,0.36,0.36,0.1,0.46,0.3,0.41,ST,"ST, LM",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Jacob Murphy,179,74,4,13.2,3,7,10,3,0,0,1,0,2.1,2.1,5,7.1,33,52,113,0.23,0.53,0.76,0.23,0.76,0.16,0.37,0.54,0.16,0.54,RW,"RW, LW",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Jacob Ramsey,180,72,4,9.5,1,1,2,1,0,0,2,0,2.2,2.2,1,3.2,33,28,69,0.11,0.11,0.21,0.11,0.21,0.23,0.11,0.34,0.23,0.34,LM,"LM, CM",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jadon Sancho,180,76,3,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,10,4,5,0,0,0,0,0,0,0.06,0.06,0,0.06,LW,"LW, LM",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Jaïro Riedewald,182,79,2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jakub Kiwior,189,75,3,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,CB,"CB, CDM",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Jakub Moder,188,78,5,6.9,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.3,10,23,26,0,0,0,0,0,0.08,0.11,0.2,0.08,0.2,CM,"CM, CDM, LM",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Jamaal Lascelles,188,83,3,12,1,0,1,1,0,0,4,0,0.7,0.7,0.1,0.8,8,31,3,0.08,0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
James Garner,182,80,3,33.4,1,2,3,1,0,0,7,0,2.7,2.7,4.6,7.3,36,100,76,0.03,0.06,0.09,0.03,0.09,0.08,0.14,0.22,0.08,0.22,CDM,"CDM, CM, RB",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
James Maddison,175,73,4,23.7,4,9,13,4,0,0,5,0,6.4,6.4,5.9,12.4,58,224,156,0.17,0.38,0.55,0.17,0.55,0.27,0.25,0.52,0.27,0.52,CAM,"CAM, RM, CM",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
James Mcatee,180,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAM,"CAM, CM",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
James Mcatee,180,72,3,20.2,3,3,6,2,1,1,2,0,3.1,2.3,2.9,5.2,55,51,110,0.15,0.15,0.3,0.1,0.25,0.15,0.15,0.3,0.11,0.26,CAM,"CAM, CM",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
James Milner,175,70,4,8.6,0,2,2,0,0,0,3,0,0.3,0.3,1.8,2,11,69,73,0,0.23,0.23,0,0.23,0.03,0.21,0.24,0.03,0.24,CM,"CM, RB",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
James Shea,181,76,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
James Tarkowski,188,81,4,38,1,1,2,1,0,0,11,0,2.6,2.6,2.5,5.1,15,130,20,0.03,0.03,0.05,0.03,0.05,0.07,0.06,0.13,0.07,0.13,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
James Tomkins,192,74,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
James Trafford,192,90,2,28,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
James Ward-Prowse,173,66,3,33.3,7,7,14,5,2,2,4,0,6,4.4,7.8,12.3,18,144,63,0.21,0.21,0.42,0.15,0.36,0.18,0.23,0.41,0.13,0.37,CM,CM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jan Paul van Hecke,185,78,3,26.3,0,0,0,0,0,0,4,0,1.2,1.2,0.9,2.1,25,147,7,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarell Quansah,190,80,2,13.2,2,0,2,2,0,0,1,0,1,1,0.1,1.1,13,67,1,0.15,0,0.15,0.15,0.15,0.08,0.01,0.08,0.08,0.08,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrad Branthwaite,195,74,5,34.6,3,0,3,3,0,0,8,0,1.7,1.7,1,2.8,2,74,6,0.09,0,0.09,0.09,0.09,0.05,0.03,0.08,0.05,0.08,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod Bowen,175,70,3,33.5,16,6,22,16,0,0,2,0,11.6,11.6,5.5,17.2,90,52,186,0.48,0.18,0.66,0.48,0.66,0.35,0.16,0.51,0.35,0.51,RM,"RM, RW",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Jason Steele,188,79,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jay Rodriguez,185,84,4,9.1,2,1,3,1,1,1,0,0,3.5,2.7,0.2,2.9,2,17,28,0.22,0.11,0.33,0.11,0.22,0.38,0.02,0.4,0.3,0.32,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jayden Bogle,178,69,3,31,3,0,3,3,0,0,9,0,2.3,2.3,1,3.3,38,60,92,0.1,0,0.1,0.1,0.1,0.07,0.03,0.11,0.07,0.11,RWB,"RWB, RB",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Jean-Philippe Mateta,192,88,4,25.4,16,5,21,14,2,2,3,0,10.9,9.4,3.1,12.5,29,25,135,0.63,0.2,0.83,0.55,0.75,0.43,0.12,0.56,0.37,0.49,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jean-Ricner Bellegarde,172,70,3,10.6,2,1,3,2,0,0,0,1,1.6,1.6,1,2.5,30,39,49,0.19,0.09,0.28,0.19,0.28,0.15,0.09,0.24,0.15,0.24,CM,"CM, CDM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jefferson Lerma,179,70,4,26.7,1,1,2,1,0,0,8,0,2.7,2.7,2.2,4.8,14,106,51,0.04,0.04,0.07,0.04,0.07,0.1,0.08,0.18,0.1,0.18,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jeffrey Schlupp,178,72,2,15,2,2,4,2,0,0,1,0,1.8,1.8,2.3,4.1,20,33,52,0.13,0.13,0.27,0.13,0.27,0.12,0.15,0.27,0.12,0.27,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jhon Durán,187,70,2,5.3,5,0,5,5,0,0,5,0,2,2,0.3,2.3,9,9,25,0.95,0,0.95,0.95,0.95,0.38,0.06,0.44,0.38,0.44,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jimi Tauriainen,188,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CM,"CM, CDM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Joachim Andersen,192,90,3,37.9,2,3,5,2,0,0,7,0,1.7,1.7,2.8,4.5,21,147,10,0.05,0.08,0.13,0.05,0.13,0.04,0.07,0.12,0.04,0.12,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
João Gomes,176,74,3,29.4,2,1,3,2,0,0,11,0,1.7,1.7,1.1,2.8,28,101,44,0.07,0.03,0.1,0.07,0.1,0.06,0.04,0.1,0.06,0.1,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
João Palhinha,190,85,4,30,4,1,5,4,0,0,13,0,3.3,3.3,0.8,4.1,8,97,14,0.13,0.03,0.17,0.13,0.17,0.11,0.03,0.14,0.11,0.14,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
João Pedro,182,70,4,22.7,9,3,12,5,4,5,2,0,11.9,7.9,3.8,11.7,83,92,205,0.4,0.13,0.53,0.22,0.35,0.53,0.17,0.69,0.35,0.51,ST,"ST, CAM",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Joe Gomez,188,77,3,19.8,0,1,1,0,0,0,5,0,0.8,0.8,1.3,2.1,44,100,105,0,0.05,0.05,0,0.05,0.04,0.07,0.1,0.04,0.1,CB,"CB, RB",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Joe Rothwell,183,77,4,4.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,20,3,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,CM,"CM, CDM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Joe Worrall,190,90,2,4.9,0,0,0,0,0,0,0,1,0.1,0.1,0.2,0.3,0,8,1,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Matip,194,90,2,8.7,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,8,34,1,0,0,0,0,0,0.06,0.01,0.06,0.06,0.06,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Veltman,184,75,4,17.6,1,1,2,1,0,0,4,0,0.4,0.4,0.5,0.9,24,85,54,0.06,0.06,0.11,0.06,0.11,0.02,0.03,0.05,0.02,0.05,RB,"RB, CB",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Joel Ward,188,83,3,22,0,1,1,0,0,0,4,0,0.9,0.9,0.2,1.1,16,66,14,0,0.05,0.05,0,0.05,0.04,0.01,0.05,0.04,0.05,RB,RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joelinton,186,81,3,14.2,2,1,3,2,0,0,6,0,3.1,3.1,2.8,5.9,29,56,60,0.14,0.07,0.21,0.14,0.21,0.22,0.2,0.41,0.22,0.41,CM,"CM, LW",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
John Egan,185,75,3,5.4,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,0,5,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
John Fleck,170,72,2,1,0,0,0,0,0,0,1,0,0,0,0.4,0.4,2,3,0,0,0,0,0,0,0,0.44,0.44,0,0.44,CM,"CM, CDM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
John McGinn,178,68,2,33.3,6,4,10,6,0,0,9,1,5,5,4.6,9.6,59,189,84,0.18,0.12,0.3,0.18,0.3,0.15,0.14,0.29,0.15,0.29,CM,"CM, RM, CDM",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
John Stones,188,76,4,11.8,1,0,1,1,0,0,2,0,1,1,0.2,1.3,16,57,24,0.08,0,0.08,0.08,0.08,0.09,0.02,0.11,0.09,0.11,CB,"CB, RB",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Ayew,182,81,3,28.3,4,7,11,4,0,0,9,1,3.9,3.9,4.2,8.1,74,63,173,0.14,0.25,0.39,0.14,0.39,0.14,0.15,0.29,0.14,0.29,RW,"RW, LW",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Jordan Beyer,187,80,3,13.7,0,1,1,0,0,0,6,0,0.5,0.5,0.3,0.8,9,25,1,0,0.07,0.07,0,0.07,0.04,0.02,0.06,0.04,0.06,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Clark,176,73,4,14.5,1,1,2,1,0,0,4,0,1,1,1.3,2.2,21,51,39,0.07,0.07,0.14,0.07,0.14,0.07,0.09,0.16,0.07,0.16,CM,"CM, CDM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jordan Pickford,185,77,4,38,0,0,0,0,0,0,5,0,0,0,0.1,0.1,1,6,0,0,0,0,0,0,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jorginho,178,68,3,10.2,0,2,2,0,0,0,1,0,0.1,0.1,1.4,1.5,8,101,8,0,0.2,0.2,0,0.2,0.01,0.13,0.14,0.01,0.14,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
José Sá,192,84,2,33.7,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.03,0.03,0,0.03,0,0,0,0,0,GK,GK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Josh Brownhill,180,69,3,25,4,2,6,4,0,0,4,1,1.9,1.9,2.1,4,19,90,36,0.16,0.08,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.16,CM,"CM, CAM, CDM",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Joško Gvardiol,185,80,4,25.9,4,1,5,4,0,0,3,0,3.1,3.1,1.4,4.5,63,136,115,0.15,0.04,0.19,0.15,0.19,0.12,0.06,0.18,0.12,0.18,CB,"CB, LB",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Julián Álvarez,170,71,4,29.4,11,8,19,9,2,2,2,0,13,11.5,6.4,17.9,64,103,180,0.37,0.27,0.65,0.31,0.58,0.44,0.22,0.66,0.39,0.61,ST,"ST, CF, CAM",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Julio Enciso,174,64,3,5.3,0,2,2,0,0,0,2,0,1.4,1.4,1.7,3.2,28,21,29,0,0.38,0.38,0,0.38,0.27,0.32,0.59,0.27,0.59,LM,"LM, CAM, RM",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Jurriën Timber,179,78,3,0.8,0,0,0,0,0,0,2,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,CB,"CB, RB",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Justin Kluivert,171,67,4,21.3,7,1,8,7,0,0,5,0,6.2,6.2,1.9,8.1,65,50,114,0.33,0.05,0.38,0.33,0.38,0.29,0.09,0.38,0.29,0.38,RM,"RM, LM",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kai Havertz,190,82,4,29.3,13,7,20,12,1,1,11,0,12.3,11.6,4.4,15.9,55,99,191,0.44,0.24,0.68,0.41,0.65,0.42,0.15,0.57,0.39,0.54,CAM,"CAM, RW, ST",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Kaide Gordon,173,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,RW,"RW, LW",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Kalvin Phillips,178,72,3,3.4,0,0,0,0,0,0,3,1,0.1,0.1,0,0.1,3,19,4,0,0,0,0,0,0.02,0,0.02,0.02,0.02,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Kalvin Phillips,178,72,3,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,7,7,3,0,0,0,0,0,0.07,0,0.07,0.07,0.07,CDM,"CDM, CM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Keane Lewis-Potter,170,67,4,16,3,1,4,3,0,0,0,0,6.3,6.3,1.7,8,56,32,135,0.19,0.06,0.25,0.19,0.25,0.39,0.11,0.5,0.39,0.5,LW,"LW, LM",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Kenny Tete,180,71,2,9.6,1,0,1,1,0,0,2,0,0.9,0.9,0.4,1.2,20,54,38,0.1,0,0.1,0.1,0.1,0.09,0.04,0.13,0.09,0.13,RB,RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kevin De Bruyne,181,75,5,13.6,4,10,14,4,0,0,2,0,2.4,2.4,11.5,14,47,111,133,0.29,0.74,1.03,0.29,1.03,0.18,0.85,1.03,0.18,1.03,CM,"CM, CAM",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Kevin Schade,185,74,3,3.7,2,1,3,2,0,0,0,0,1.2,1.2,0.7,1.9,8,9,23,0.54,0.27,0.81,0.54,0.81,0.32,0.19,0.52,0.32,0.52,RW,"RW, ST, LW",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Kieffer Moore,196,83,3,1.2,1,0,1,1,0,0,0,0,1.5,1.5,0.2,1.7,2,4,15,0.83,0,0.83,0.83,0.83,1.23,0.2,1.44,1.23,1.44,ST,ST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kieran Trippier,173,71,4,24.8,1,10,11,1,0,0,5,0,0.7,0.7,7.5,8.2,34,157,128,0.04,0.4,0.44,0.04,0.44,0.03,0.3,0.33,0.03,0.33,RB,RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kobbie Mainoo,175,80,2,21.4,3,1,4,3,0,0,3,0,0.9,0.9,0.7,1.6,25,64,36,0.14,0.05,0.19,0.14,0.19,0.04,0.03,0.07,0.04,0.07,CDM,"CDM, CM, CAM",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Konstantinos Mavropanos,194,89,4,16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10,38,2,0.06,0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,CB,"CB, RB",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kristoffer Ajer,196,94,3,20.4,2,1,3,2,0,0,5,0,1.3,1.3,2.3,3.6,22,61,31,0.1,0.05,0.15,0.1,0.15,0.06,0.11,0.18,0.06,0.18,CB,"CB, RB",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kurt Zouma,190,95,3,31.5,3,0,3,3,0,0,3,0,1.8,1.8,0.2,2,7,53,1,0.1,0,0.1,0.1,0.1,0.06,0.01,0.06,0.06,0.06,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Walker,183,83,2,30.7,0,4,4,0,0,0,2,0,0.4,0.4,2.6,3,74,157,172,0,0.13,0.13,0,0.13,0.01,0.09,0.1,0.01,0.1,RB,RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Leander Dendoncker,188,88,4,1.3,1,0,1,1,0,0,0,0,0.7,0.7,0,0.7,0,3,2,0.76,0,0.76,0.76,0.76,0.56,0,0.56,0.56,0.56,CM,"CM, CDM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Leandro Trossard,171,67,4,18.3,12,1,13,12,0,0,2,0,7.9,7.9,2.8,10.7,66,76,155,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,CF,"CF, LW",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Leon Bailey,178,77,3,23,10,9,19,10,0,0,5,0,6.3,6.3,9.2,15.5,102,82,226,0.44,0.39,0.83,0.44,0.83,0.27,0.4,0.67,0.27,0.67,RM,"RM, ST, RW",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Lesley Ugochukwu,191,88,3,3.3,0,0,0,0,0,0,2,0,0,0,0.1,0.1,8,17,3,0,0,0,0,0,0,0.03,0.03,0,0.03,CM,"CM, CDM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Levi Colwill,187,80,3,20,1,1,2,1,0,0,2,0,1.3,1.3,1.2,2.5,23,73,27,0.05,0.05,0.1,0.05,0.1,0.06,0.06,0.12,0.06,0.12,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Cook,175,71,4,31,0,3,3,0,0,0,5,1,0.4,0.4,4.3,4.6,22,142,15,0,0.1,0.1,0,0.1,0.01,0.14,0.15,0.01,0.15,CM,"CM, CDM",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Lewis Dobbin,181,71,2,2.6,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,6,3,20,0.39,0,0.39,0.39,0.39,0.11,0.19,0.3,0.11,0.3,LM,"LM, ST",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Lewis Dunk,192,88,3,31.9,3,1,4,3,0,0,7,1,3.1,3.1,0.9,4,33,152,13,0.09,0.03,0.13,0.09,0.13,0.1,0.03,0.12,0.1,0.12,CB,CB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Hall,179,71,3,8.7,1,0,1,1,0,0,2,0,0.3,0.3,0.3,0.6,19,46,27,0.12,0,0.12,0.12,0.12,0.04,0.03,0.07,0.04,0.07,LB,"LB, LWB",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
